jobUrl,jobId,companyName,jobTitle,logoUrl,companyUrl,location,workplaceType,insights,postDate,isEasyApply,isPromoted,applicantCount,url,query,category,timestamp
https://www.linkedin.com/jobs/view/3461605736/,3461605736,Mercado Libre,Diseñadora / Diseñador User Experience para Tecnología Bootcamp - Remoto,https://media.licdn.com/dms/image/C4E0BAQGh9F1O_wHDSA/company-logo_100_100/0/1639512920011?e=1684972800&v=beta&t=V7RMUOMdRvQBjm3dZpS3DxqbNK-Z7-8ZUuxmxhmVIC0,https://www.linkedin.com/company/14226/,"Bogotá, Distrito Capital, Colombia",En remoto,En busca de personal,,false,false,0,https://www.linkedin.com/jobs/view/3461605736/,Data Science,Jobs,2023-02-17T01:33:15.677Z
https://www.linkedin.com/jobs/view/3466537389/,3466537389,Nu,Business Analyst Manager,https://media.licdn.com/dms/image/C4D0BAQE2EnQJeawjAA/company-logo_100_100/0/1657129831129?e=1684972800&v=beta&t=sUhASZhdrVLjtx9xMRbfSjeSAiFEPbkUe1EdjTZkZxI,https://www.linkedin.com/company/3767529/,"Providencia, Archipiélago de San Andrés, Providencia y Santa Catalina, Colombia",Presencial,En busca de personal,,false,false,0,https://www.linkedin.com/jobs/view/3466537389/,Data Science,Jobs,2023-02-17T01:33:15.677Z
https://www.linkedin.com/jobs/view/3486171544/,3486171544,Chemonics International,RFPVRIMMA089-Consultoría para brindar apoyo al Fondo de Actividades en la elaboración de Convenios,https://media.licdn.com/dms/image/C560BAQFMfcG2uiz_7w/company-logo_100_100/0/1519856577223?e=1684972800&v=beta&t=Z20LZ-Sx29OHRfe1BNzNNKcba-FTNqYtr3uSYmoStVA,https://www.linkedin.com/company/7738/,"Distrito Capital, Colombia",En remoto,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3486171544/,Data Science,Jobs,2023-02-17T01:33:15.677Z
https://www.linkedin.com/jobs/view/3467740884/,3467740884,Turing,Remote Data Scientist Jobs | Turing,https://media.licdn.com/dms/image/D4D0BAQGFJMkBlTYwMA/company-logo_100_100/0/1667236443972?e=1684972800&v=beta&t=ZBoP4eKDwYKTdZ34XGX962La7TlR9hFeThf27MWHKXs,https://www.linkedin.com/company/18846814/,Colombia,En remoto,En busca de personal,2023-01-12,false,false,0,https://www.linkedin.com/jobs/view/3467740884/,Data Science,Jobs,2023-02-17T01:33:15.677Z
https://www.linkedin.com/jobs/view/3480279994/,3480279994,Omnicom Media Group,Especialista Digital,https://media.licdn.com/dms/image/C4E0BAQGweJCvflba7w/company-logo_100_100/0/1662586324452?e=1684972800&v=beta&t=Uj-jNr--iwtL_n7Fq2x1e_NqtnkkNpQaFxziEKk8JxY,https://www.linkedin.com/company/1028487/,Colombia,En remoto,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3480279994/,Data Science,Jobs,2023-02-17T01:33:15.677Z
https://www.linkedin.com/jobs/view/3477529158/,3477529158,Itaú Colombia,Analista Senior CRM (Banca Mayorista),https://media.licdn.com/dms/image/C4E0BAQF7lWm87PS0BQ/company-logo_100_100/0/1658848595768?e=1684972800&v=beta&t=Jbh4GeS2Co-SkagNg_euAqIsbz_S2JXIvZ2N0WMtGYw,https://www.linkedin.com/company/9244289/,"Bogotá, Distrito Capital, Colombia",Híbrido,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3477529158/,Data Science,Jobs,2023-02-17T01:33:15.677Z
https://www.linkedin.com/jobs/view/3455638170/,3455638170,Grupo Financiero Ficohsa,Business Owner Digital,https://media.licdn.com/dms/image/C4E0BAQH3eaMgybLdAA/company-logo_100_100/0/1672683499695?e=1684972800&v=beta&t=HIgk7S-USJcFstU4Zgrlf0lPuWlxgosktlP_KeYnCdQ,https://www.linkedin.com/company/156526/,Colombia,En remoto,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3455638170/,Data Science,Jobs,2023-02-17T01:33:20.552Z
https://www.linkedin.com/jobs/view/3483772185/,3483772185,Valid,Desarrollador de iOS,https://media.licdn.com/dms/image/C4D0BAQHRVbmqjTIeyg/company-logo_100_100/0/1662490876571?e=1684972800&v=beta&t=CR4YlpNYOJqDuQJr3o70La3LC-T7_TbCSoNWR4OHocQ,https://www.linkedin.com/company/1607579/,"Distrito Capital, Colombia",En remoto,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3483772185/,Data Science,Jobs,2023-02-17T01:33:20.552Z
https://www.linkedin.com/jobs/view/3477991283/,3477991283,Spark Foundry,Practicante Reporting,https://media.licdn.com/dms/image/C560BAQG0l29yvSAG9g/company-logo_100_100/0/1625668168171?e=1684972800&v=beta&t=7dDvUz9DaZ-BROdvaCV2WdcSJLMUZs3CRmA5yK1re0A,https://www.linkedin.com/company/164920/,"Bogotá, Distrito Capital, Colombia",Presencial,En busca de personal,,false,false,4,https://www.linkedin.com/jobs/view/3477991283/,Data Science,Jobs,2023-02-17T01:33:20.552Z
https://www.linkedin.com/jobs/view/3473900536/,3473900536,UST España & Latam,Scrum Master,https://media.licdn.com/dms/image/C4E0BAQGOXgcV6VVx3g/company-logo_100_100/0/1608325016595?e=1684972800&v=beta&t=2mUHY_KF8ZPI56UwFfgYcQ0-7-nTQp9MdP0VjcR_bug,https://www.linkedin.com/company/18326/,Colombia,En remoto,En busca de personal,,true,false,0,https://www.linkedin.com/jobs/view/3473900536/,Data Science,Jobs,2023-02-17T01:33:20.552Z
